T,$\sigma$,V
420.0,615.0,-35975568360.67274
420.0,630.0,-34765253897.273
420.0,645.0,-33575868991.03803
420.0,660.0,-32408387436.758656
420.0,675.0,-31263683589.329086
420.0,690.0,-30142534840.74394
420.0,705.0,-29045624239.505527
420.0,720.0,-27973543241.10418
420.0,735.0,-26926794581.53568
420.0,750.0,-25905795264.75414
420.0,765.0,-24910879659.396187
420.0,780.0,-23942302695.70937
420.0,795.0,-23000243158.672047
420.0,810.0,-22084807069.524128
420.0,825.0,-21196031149.961002
420.0,840.0,-20333886361.824406
420.0,855.0,-19498281513.492878
420.0,870.0,-18689066924.303047
420.0,885.0,-17906038135.947857
420.0,900.0,-17148939659.353844
420.0,915.0,-16417468742.204098
420.0,930.0,-15711279143.974632
420.0,945.0,-15029984900.959158
420.0,960.0,-14373164063.967262
420.0,975.0,-13740362391.919788
420.0,990.0,-13131096981.732822
435.0,0.0,-101145268526.58347
435.0,15.0,-101096024816.96494
435.0,30.0,-100948810852.14517
435.0,45.0,-100704919223.12276
435.0,60.0,-100366177669.29887
435.0,75.0,-99934829608.59317
435.0,90.0,-99413453020.20686
435.0,105.0,-98804898846.3853
435.0,120.0,-98112241497.37897
435.0,135.0,-97338737681.05873
435.0,150.0,-96487791353.6695
435.0,165.0,-95562923388.72906
435.0,180.0,-94567745015.23402
435.0,195.0,-93505934350.8938
435.0,210.0,-92381215533.23282
435.0,225.0,-91197340073.72916
435.0,240.0,-89958070140.66595
435.0,255.0,-88667163539.38635
435.0,270.0,-87328360199.84175
435.0,285.0,-85945370018.56007
435.0,300.0,-84521861923.15797
435.0,315.0,-83061454051.74356
435.0,330.0,-81567704951.4878
435.0,345.0,-80044105714.92992
435.0,360.0,-78494072983.251
435.0,375.0,-76920942750.86528
435.0,390.0,-75327964915.50693
435.0,405.0,-73718298521.25938
435.0,420.0,-72095007647.50354
435.0,435.0,-70461057899.00662
435.0,450.0,-68819313458.81494
435.0,465.0,-67172534662.91025
435.0,480.0,-65523376063.299
435.0,495.0,-63874384944.69831
435.0,510.0,-62228000262.003624
435.0,525.0,-60586551969.454346
435.0,540.0,-58952260710.23064
435.0,555.0,-57327237839.251915
435.0,570.0,-55713485752.21318
435.0,585.0,-54112898494.04772
435.0,600.0,-52527262622.64048
435.0,615.0,-50958258302.48807
435.0,630.0,-49407460607.20213
435.0,645.0,-47876341006.355446
435.0,660.0,-46366269018.374374
435.0,675.0,-44878514007.30368
435.0,690.0,-43414247106.13776
435.0,705.0,-41974543249.04775
435.0,720.0,-40560383295.10991
435.0,735.0,-39172656231.172356
435.0,750.0,-37812161436.944664
435.0,765.0,-36479611004.36069
435.0,780.0,-35175632097.2534
435.0,795.0,-33900769345.200596
435.0,810.0,-32655487264.502644
435.0,825.0,-31440172698.589394
435.0,840.0,-30255137278.742523
435.0,855.0,-29100619899.758316
435.0,870.0,-27976789212.891018
435.0,885.0,-26883746137.111954
435.0,900.0,-25821526392.60651
435.0,915.0,-24790103059.36055
435.0,930.0,-23789389168.831394
435.0,945.0,-22819240331.771305
435.0,960.0,-21879457411.279488
435.0,975.0,-20969789243.82813
435.0,990.0,-20089935416.634113
450.0,0.0,-129713659478.78682
450.0,15.0,-129658249614.43361
450.0,30.0,-129492544150.3409
450.0,45.0,-129217856560.0972
450.0,60.0,-128836049345.41766
450.0,75.0,-128349414503.52098
450.0,90.0,-127760592321.74236
450.0,105.0,-127072509667.14763
450.0,120.0,-126288330353.12231
450.0,135.0,-125411413807.21744
450.0,150.0,-124445279835.13812
450.0,165.0,-123393578078.57164
450.0,180.0,-122260061219.53905
450.0,195.0,-121048561254.63646
450.0,210.0,-119762968346.42903
450.0,225.0,-118407211873.87254
450.0,240.0,-116985243390.46066
450.0,255.0,-115501021259.11517
450.0,270.0,-113958496774.69666
450.0,285.0,-112361601620.90266
450.0,300.0,-110714236533.9947
450.0,315.0,-109020261062.43582
450.0,330.0,-107283484333.28323
450.0,345.0,-105507656741.20932
450.0,360.0,-103696462492.88065
450.0,375.0,-101853512943.38937
450.0,390.0,-99982340669.5989
450.0,405.0,-98086394230.63176
450.0,420.0,-96169033570.09196
450.0,435.0,-94233526019.07344
450.0,450.0,-92283042860.9126
450.0,465.0,-90320656422.40503
450.0,480.0,-88349337658.52586
450.0,495.0,-86371954198.43388
450.0,510.0,-84391268823.98636
450.0,525.0,-82409938351.48187
450.0,540.0,-80430512890.42445
450.0,555.0,-78455435453.24539
450.0,570.0,-76487041890.27643
450.0,585.0,-74527561127.29834
450.0,600.0,-72579115681.69922
450.0,615.0,-70643722434.37743
450.0,630.0,-68723293637.37605
450.0,645.0,-66819638134.07954
450.0,660.0,-64934462773.77373
450.0,675.0,-63069373999.2527
450.0,690.0,-61225879589.752106
450.0,705.0,-59405390539.832214
450.0,720.0,-57609223057.390976
450.0,735.0,-55838600662.33057
450.0,750.0,-54094656372.16455
450.0,765.0,-52378434954.93403
450.0,780.0,-50690895237.39378
450.0,795.0,-49032912453.503456
450.0,810.0,-47405280617.72229
450.0,825.0,-45808714912.7789
450.0,840.0,-44243854077.16526
450.0,855.0,-42711262782.880684
450.0,870.0,-41211433991.93239
450.0,885.0,-39744791282.01535
450.0,900.0,-38311691133.359505
450.0,915.0,-36912425168.55796
450.0,930.0,-35547222339.36349
450.0,945.0,-34216251056.052933
450.0,960.0,-32919621254.161854
450.0,975.0,-31657386399.2724
450.0,990.0,-30429545426.62597
465.0,0.0,-163738203397.9662
465.0,15.0,-163676572845.5426
465.0,30.0,-163492211644.88635
465.0,45.0,-163186452241.11627
465.0,60.0,-162761188717.99585
465.0,75.0,-162218757209.60315
465.0,90.0,-161561854617.3681
465.0,105.0,-160793476798.9422
465.0,120.0,-159916868813.2166
465.0,135.0,-158935483444.03726
465.0,150.0,-157852945797.6023
465.0,165.0,-156673022573.44235
465.0,180.0,-155399595058.9665
465.0,195.0,-154036635173.56827
465.0,210.0,-152588184069.05804
465.0,225.0,-151058332907.6554
465.0,240.0,-149451205529.1217
465.0,255.0,-147770942773.4409
465.0,270.0,-146021688273.371
465.0,285.0,-144207575562.5725
465.0,300.0,-142332716372.36768
465.0,315.0,-140401190009.99194
465.0,330.0,-138417033724.30502
465.0,345.0,-136384233983.03192
465.0,360.0,-134306718589.44453
465.0,375.0,-132188349579.80312
465.0,390.0,-130032916846.45525
465.0,405.0,-127844132438.75282
465.0,420.0,-125625625497.71051
465.0,435.0,-123380937784.94423
465.0,450.0,-121113519768.87544
465.0,465.0,-118826727234.55399
465.0,480.0,-116523818385.5102
465.0,495.0,-114207951408.55203
465.0,510.0,-111882182472.94489
465.0,525.0,-109549464138.54509
465.0,540.0,-107212644147.26817
465.0,555.0,-104874464573.96655
465.0,570.0,-102537561314.91649
465.0,585.0,-100204463890.1459
465.0,600.0,-97877595540.52936
465.0,615.0,-95559273597.50116
465.0,630.0,-93251710107.21889
465.0,645.0,-90957012688.90224
465.0,660.0,-88677185610.35098
465.0,675.0,-86414131061.11139
465.0,690.0,-84169650608.18805
465.0,705.0,-81945446815.93683
465.0,720.0,-79743125015.53152
465.0,735.0,-77564195206.75052
465.0,750.0,-75410074079.63977
465.0,765.0,-73282087139.4219
465.0,780.0,-71181470921.36186
465.0,795.0,-69109375283.79349
465.0,810.0,-67066865763.895744
465.0,825.0,-65054925986.50961
465.0,840.0,-63074460112.091484
465.0,855.0,-61126295314.44434
465.0,870.0,-59211184275.516556
465.0,885.0,-57329807688.99666
465.0,900.0,-55482776760.67641
465.0,915.0,-53670635698.28757
465.0,930.0,-51893864179.700005
465.0,945.0,-50152879793.10021
465.0,960.0,-48448040438.48013
465.0,975.0,-46779646684.306694
465.0,990.0,-45147944071.87626
480.0,0.0,-203538155115.61826
480.0,15.0,-203470260596.36673
480.0,30.0,-203267113366.3125
480.0,45.0,-202930063474.28546
480.0,60.0,-202461034311.2202
480.0,75.0,-201862402973.09595
480.0,90.0,-201136918909.98853
480.0,105.0,-200287642027.8699
480.0,120.0,-199317892826.68848
480.0,135.0,-198231210798.04614
480.0,150.0,-197031318877.77667
480.0,165.0,-195722092552.5522
480.0,180.0,-194307532671.77722
480.0,195.0,-192791741289.58344
480.0,210.0,-191178900044.93268
480.0,225.0,-189473250701.21222
480.0,240.0,-187679077556.81815
480.0,255.0,-185800691493.71222
480.0,270.0,-183842415478.38354
480.0,285.0,-181808571362.06567
480.0,300.0,-179703467853.42786
480.0,315.0,-177531389556.33118
480.0,330.0,-175296586981.15967
480.0,345.0,-173003267452.7178
480.0,360.0,-170655586844.40936
480.0,375.0,-168257642080.74768
480.0,390.0,-165813464354.07996
480.0,405.0,-163327013008.03088
480.0,420.0,-160802170045.6853
480.0,435.0,-158242735223.81427
480.0,450.0,-155652421696.93286
480.0,465.0,-153034852179.4416
480.0,480.0,-150393555594.90558
480.0,495.0,-147731964186.00897
480.0,510.0,-145053411055.75415
480.0,525.0,-142361128119.13434
480.0,540.0,-139658244437.03214
480.0,555.0,-136947784914.72316
480.0,570.0,-134232669339.48862
480.0,585.0,-131515711739.8051
480.0,600.0,-128799620044.75903
480.0,615.0,-126086996025.41446
480.0,630.0,-123380335500.23186
480.0,645.0,-120682028786.09177
480.0,660.0,-117994361378.8348
480.0,675.0,-115319514845.48962
480.0,690.0,-112659567914.61205
480.0,705.0,-110016497747.35442
480.0,720.0,-107392181374.57037
480.0,735.0,-104788397287.36975
480.0,765.0,-99649057727.10803
480.0,780.0,-97116582701.88544
480.0,795.0,-94610804889.13074
480.0,810.0,-92133038314.4345
480.0,825.0,-89684510459.72218
480.0,840.0,-87266364558.40903
480.0,855.0,-84879661947.67181
480.0,870.0,-82525384464.84616
480.0,885.0,-80204436881.13226
480.0,900.0,-77917649361.55553
480.0,915.0,-75665779944.60022
480.0,930.0,-73449517032.43713
480.0,945.0,-71269481884.09766
480.0,960.0,-69126231105.48462
480.0,975.0,-67020259128.35556
480.0,990.0,-64952000673.10903
495.0,0.0,-249408009703.0313
495.0,15.0,-249333802200.5855
495.0,30.0,-249111721534.1853
495.0,45.0,-248743134283.92902
495.0,60.0,-248229991364.97012
495.0,75.0,-247574708347.70203
495.0,90.0,-246780084047.8178
495.0,105.0,-245849238551.84412
495.0,120.0,-244785563262.39783
495.0,135.0,-243592679186.14362
495.0,150.0,-242274401259.74213
495.0,165.0,-240834707313.52405
495.0,180.0,-239277710723.46454
495.0,195.0,-237607636077.46878
495.0,210.0,-235828797362.6719
495.0,225.0,-233945578297.22293
495.0,240.0,-231962414516.27277
495.0,255.0,-229883777380.53296
495.0,270.0,-227714159222.43896
495.0,285.0,-225458059876.25482
495.0,300.0,-223119974366.1678
495.0,315.0,-220704381645.20398
495.0,330.0,-218215734294.30612
495.0,345.0,-215658449105.21857
495.0,360.0,-213036898476.35413
495.0,375.0,-210355402566.46692
495.0,390.0,-207618222149.93558
495.0,405.0,-204829552129.93253
495.0,420.0,-201993515666.51392
495.0,435.0,-199114158881.19333
495.0,450.0,-196195446104.58453
495.0,465.0,-193241255636.4154
495.0,480.0,-190255375984.90826
495.0,495.0,-187241502562.96515
495.0,510.0,-184203234814.3001
495.0,540.0,-178067419830.8646
495.0,555.0,-174976571309.9195
495.0,570.0,-171874722784.79852
495.0,585.0,-168764964172.75427
495.0,600.0,-165650279948.62982
495.0,615.0,-162533548677.31293
495.0,630.0,-159417542814.9903
495.0,645.0,-156304928762.11826
495.0,660.0,-153198267154.89624
495.0,675.0,-150100013376.8946
495.0,690.0,-147012518277.80176
495.0,705.0,-143938029083.7702
495.0,720.0,-140878690486.80496
495.0,735.0,-137836545896.95087
495.0,750.0,-134813538848.4122
495.0,765.0,-131811514542.12288
495.0,780.0,-128832221517.24992
495.0,795.0,-125877313435.44287
495.0,810.0,-122948350970.54158
495.0,825.0,-120046803789.71051
495.0,840.0,-117174052617.64772
495.0,855.0,-114331391371.98595
495.0,870.0,-111520029362.82402
495.0,885.0,-108741093543.53923
495.0,900.0,-105995630808.38454
495.0,915.0,-103284610325.05853
495.0,930.0,-100608925896.52036
495.0,945.0,-97969398343.41718
495.0,960.0,-95366777900.92462
495.0,975.0,-92801746622.7969
495.0,990.0,-90274920787.2539
510.0,0.0,-301615702679.8629
510.0,15.0,-301505444394.9442
510.0,30.0,-301311554688.96655
510.0,45.0,-300914300297.6247
510.0,60.0,-300356611382.5823
510.0,75.0,-299644117375.6008
510.0,90.0,-298779663795.38245
510.0,105.0,-297766427673.93494
510.0,120.0,-296607867521.0914
510.0,135.0,-295307681515.22205
510.0,150.0,-293869771719.327
510.0,165.0,-292298212918.6797
510.0,180.0,-290597225133.6147
510.0,195.0,-288771149130.69403
510.0,210.0,-286824424441.71313
510.0,225.0,-284761569512.86395
510.0,240.0,-282587163693.4703
510.0,255.0,-280305830834.5655
510.0,270.0,-277922224310.70026
510.0,285.0,-275441013312.3135
510.0,300.0,-272866870284.03738
510.0,315.0,-270204459400.1377
510.0,330.0,-267458425988.9502
510.0,345.0,-264633386827.96637
510.0,360.0,-261733921241.89148
510.0,375.0,-258764562947.02643
510.0,390.0,-255729792587.0869
510.0,405.0,-252634030916.85895
510.0,420.0,-249481632593.02557
510.0,435.0,-246276880531.67017
510.0,450.0,-243023980803.08228
510.0,465.0,-239727058029.0014
510.0,480.0,-236390151257.53418
510.0,495.0,-233017210286.9104
510.0,510.0,-229612092415.03162
510.0,525.0,-226178559590.85223
510.0,540.0,-222720275947.87668
510.0,555.0,-219240805697.0083
510.0,570.0,-215743611362.5446
510.0,585.0,-212232052339.58472
510.0,600.0,-208709383758.3634
510.0,615.0,-205178755636.0572
510.0,630.0,-201643212302.9134
510.0,645.0,-198105692083.2798
510.0,660.0,-194569027220.42242
510.0,675.0,-191035944028.36954
510.0,690.0,-187509063256.44717
510.0,705.0,-183990900654.59357
510.0,720.0,-180483867724.92584
510.0,735.0,-176990272646.96365
510.0,750.0,-173512321364.92865
510.0,765.0,-170052118823.92825
510.0,780.0,-166611670344.83026
510.0,795.0,-163192883124.63202
510.0,810.0,-159797567853.5031
510.0,825.0,-156427440437.12628
510.0,840.0,-153084123813.9358
510.0,855.0,-149769149857.32678
510.0,870.0,-146483961355.22723
510.0,885.0,-143229914055.26846
510.0,900.0,-140008278769.69568
510.0,915.0,-136820243529.46973
510.0,930.0,-133666915781.0804
510.0,945.0,-130549324618.61978
510.0,960.0,-127468423042.89397
510.0,975.0,-124425090241.74643
510.0,990.0,-121420133885.28836
525.0,0.0,-360517720248.2838
525.0,15.0,-360430689933.438
525.0,30.0,-360170150997.80756
525.0,45.0,-359737500511.78394
525.0,60.0,-359134740160.85
525.0,75.0,-358364356496.2532
525.0,90.0,-357429239427.61084
525.0,105.0,-356332620122.25183
525.0,120.0,-355078020898.48987
525.0,135.0,-353669213331.07104
525.0,150.0,-352110182370.1178
525.0,165.0,-350405095067.52734
525.0,180.0,-348558272966.03094
525.0,195.0,-346574167475.3364
525.0,210.0,-344457337740.74243
525.0,225.0,-342212430631.75635
525.0,240.0,-339844162556.8816
525.0,255.0,-337357302875.5714
525.0,270.0,-334756658722.2451
525.0,285.0,-332047061088.97943
525.0,300.0,-329233352041.5294
525.0,315.0,-326320372962.04236
525.0,330.0,-323312953729.42694
525.0,345.0,-320215902759.7173
525.0,360.0,-317033997839.7874
525.0,375.0,-313771977695.4647
525.0,390.0,-310434534244.18933
525.0,405.0,-307026305485.24176
525.0,420.0,-303551868987.97375
525.0,435.0,-300015735940.80817
525.0,450.0,-296422345728.1012
525.0,465.0,-292776061004.71484
525.0,480.0,-289081163241.1851
525.0,495.0,-285341848712.3023
525.0,510.0,-281562224907.81085
525.0,525.0,-277746307340.2258
525.0,540.0,-273898016732.15125
525.0,555.0,-270021176561.65942
525.0,570.0,-266119510946.7329
525.0,585.0,-262196642853.49677
525.0,600.0,-258256092609.2346
525.0,615.0,-254301276705.81915
525.0,630.0,-250335506877.52972
525.0,645.0,-246361989438.0369
525.0,660.0,-242383824862.97226
525.0,675.0,-238404007605.29395
525.0,690.0,-234425426127.57788
525.0,705.0,-230450863140.9873
525.0,720.0,-226482996036.9779
525.0,735.0,-222524397500.1295
525.0,750.0,-218577536290.01086
525.0,765.0,-214644778182.26654
525.0,780.0,-210728387054.78864
525.0,795.0,-206830526110.93542
525.0,810.0,-202953259229.6883
525.0,825.0,-199098552429.69855
525.0,840.0,-195268275440.74472
525.0,855.0,-191464203371.3315
525.0,870.0,-187688018463.81042
525.0,885.0,-183941311929.56
525.0,900.0,-180225585851.8897
525.0,915.0,-176542255154.3825
525.0,930.0,-172892534294.0528
525.0,945.0,-169277900151.71014
525.0,960.0,-165699403644.2207
525.0,975.0,-162158131704.49783
525.0,990.0,-158655094613.71323
540.0,0.0,-425868125882.99835
540.0,15.0,-425775905692.359
540.0,30.0,-425499789663.66876
540.0,45.0,-425041152509.7678
540.0,60.0,-424401958786.5236
540.0,75.0,-423584643340.16174
540.0,90.0,-422592030075.8838
540.0,105.0,-421427270208.9098
540.0,120.0,-420093792581.12024
540.0,135.0,-418595262264.96216
540.0,150.0,-416935545246.6377
540.0,165.0,-415118677783.594
540.0,180.0,-413148839486.77454
540.0,195.0,-411030329446.40356
540.0,210.0,-408767544906.97565
540.0,225.0,-406364962108.5991
540.0,240.0,-403827119001.1546
540.0,255.0,-401158599595.6235
540.0,270.0,-398364019760.4582
540.0,285.0,-395448014308.45056
540.0,300.0,-392415225238.7782
540.0,315.0,-389270291027.70764
540.0,330.0,-386017836866.9417
540.0,345.0,-382662465772.7545
540.0,360.0,-379208750489.2593
540.0,375.0,-375661226125.29504
540.0,390.0,-372024383465.7456
540.0,405.0,-368302662909.6744
540.0,420.0,-364500820718.1851
540.0,435.0,-360626791916.84204
540.0,450.0,-356686070424.78674
540.0,465.0,-352683249257.47266
540.0,480.0,-348622844758.37915
540.0,495.0,-344509292286.3604
540.0,510.0,-340346942316.6014
540.0,525.0,-336140056939.4647
540.0,540.0,-331892806730.4103
540.0,555.0,-327609267978.73706
540.0,570.0,-323293420252.32886
540.0,585.0,-318949144283.4675
540.0,600.0,-314580220161.0894
540.0,615.0,-310190325811.5375
540.0,630.0,-305783035754.7819
540.0,645.0,-301361820121.32166
540.0,660.0,-296930043918.808
540.0,675.0,-292490966529.75055
540.0,690.0,-288047741434.5174
540.0,705.0,-283603416142.06146
540.0,720.0,-279160932319.4461
540.0,735.0,-274723126107.59277
540.0,750.0,-270292728613.69632
540.0,765.0,-265872366566.00037
540.0,780.0,-261464563124.71863
540.0,795.0,-257071738836.6266
540.0,810.0,-252696212722.54956
540.0,825.0,-248340203491.2338
540.0,840.0,-244005830867.1917
540.0,855.0,-239695117024.48767
540.0,870.0,-235409988119.79803
540.0,885.0,-231152275911.71503
540.0,900.0,-226923719463.7248
540.0,915.0,-222725966917.84125
540.0,930.0,-218560577335.12274
540.0,945.0,-214429022593.4685
540.0,960.0,-210332689335.96747
540.0,975.0,-206272880964.4198
540.0,990.0,-202250819670.52017
555.0,0.0,-497329508432.06433
555.0,15.0,-497232090902.8152
555.0,30.0,-496940386652.5325
555.0,45.0,-496455781767.1957
555.0,60.0,-495780259735.19385
555.0,75.0,-494916281861.9492
555.0,90.0,-493866705988.1625
555.0,105.0,-492634724682.12146
555.0,120.0,-491223815481.80493
555.0,135.0,-489637699411.70483
555.0,150.0,-487880305566.3428
555.0,165.0,-485955740358.4252
555.0,180.0,-483868260474.5509
555.0,195.0,-481622248869.82874
555.0,210.0,-479222193295.40137
555.0,225.0,-476672666984.77356
555.0,240.0,-473978311202.7544
555.0,255.0,-471143819421.54517
555.0,270.0,-468173922934.25464
555.0,285.0,-465073377749.1328
555.0,300.0,-461846952634.7218
555.0,315.0,-458499418202.3638
555.0,330.0,-455035536934.6162
555.0,345.0,-451460054074.88904
555.0,360.0,-447777689310.3253
555.0,375.0,-443993129180.13
555.0,390.0,-440111020158.17664
555.0,405.0,-436135962356.81165
555.0,420.0,-432072503808.6819
555.0,435.0,-427925135285.54114
555.0,450.0,-423698285615.8835
555.0,465.0,-419396317469.3603
555.0,480.0,-415023523576.3016
555.0,495.0,-410584123352.7439
555.0,510.0,-406082259905.2452
555.0,525.0,-401521997390.5179
555.0,540.0,-396907318707.8151
555.0,555.0,-392242123499.92615
555.0,570.0,-387530226446.76025
555.0,585.0,-382775355828.57465
555.0,600.0,-377981152342.4977
555.0,615.0,-373151168158.1041
555.0,630.0,-368290878051.75
555.0,645.0,-363409699143.1064
555.0,660.0,-358511629040.964
555.0,675.0,-353600188471.2766
555.0,690.0,-348678792776.79474
555.0,705.0,-343750751559.05426
555.0,720.0,-338819268522.2356
555.0,735.0,-333887441507.2115
555.0,750.0,-328958262706.78595
555.0,765.0,-324034619049.34454
555.0,780.0,-319119292744.69617
555.0,795.0,-314214961976.9401
555.0,810.0,-309324201741.2602
555.0,825.0,-304449484809.6545
555.0,840.0,-299593182822.8782
555.0,855.0,-294757567492.70557
555.0,870.0,-289944811913.35077
555.0,885.0,-285156991967.7864
555.0,900.0,-280396087825.7168
555.0,915.0,-275663985523.1407
555.0,930.0,-270962478616.1508
555.0,945.0,-266293269903.81732
555.0,960.0,-261657973208.89215
555.0,975.0,-257058115215.64215
555.0,990.0,-252495137354.06033
570.0,0.0,-575238598712.5543
570.0,15.0,-575135841436.2273
570.0,30.0,-574828121636.4194
570.0,45.0,-574316836470.0709
570.0,60.0,-573603987855.8542
570.0,75.0,-572692062856.4552
570.0,90.0,-571583952355.344
570.0,105.0,-570282889190.253
570.0,120.0,-568792398328.5955
570.0,135.0,-567116255303.8142
570.0,150.0,-565258450706.9064
570.0,165.0,-563223159331.7043
570.0,180.0,-561014713017.1549
570.0,195.0,-558637576516.5671
570.0,210.0,-556096325891.041
570.0,225.0,-553395629052.2881
570.0,240.0,-550540228156.4642
570.0,255.0,-547534923619.2788
570.0,270.0,-544384559558.4409
570.0,285.0,-541094010510.5834
570.0,300.0,-537668169290.2584
570.0,315.0,-534111935880.344
570.0,330.0,-530430207263.5731
570.0,345.0,-526627868108.8114
570.0,360.0,-522709782245.10974
570.0,375.0,-518680784857.64844
570.0,390.0,-514545675354.8551
570.0,405.0,-510309210852.594
570.0,420.0,-505976100234.5449
570.0,435.0,-501550998746.4529
570.0,450.0,-497038503089.79517
570.0,465.0,-492443146979.16895
570.0,480.0,-487769397136.598
570.0,495.0,-483021649689.02966
570.0,510.0,-478204226948.4872
570.0,525.0,-473321374547.22144
570.0,540.0,-468377258907.14075
570.0,555.0,-463375965020.3309
570.0,570.0,-458321494524.11395
570.0,585.0,-453217764048.7587
570.0,600.0,-448068603822.2212
570.0,615.0,-442877756516.6227
570.0,630.0,-437648876317.3879
570.0,645.0,-432385528204.954
570.0,660.0,-427091187431.799
570.0,675.0,-421769239182.71045
570.0,690.0,-416422978406.5771
570.0,705.0,-411055609807.93896
570.0,720.0,-405670247985.8313
570.0,735.0,-400269917711.7074
570.0,750.0,-394857554332.5133
570.0,765.0,-389436524156.4896
570.0,780.0,-384008545606.39417
570.0,795.0,-378577591180.7876
570.0,810.0,-373154069188.8508
570.0,825.0,-367742675571.447
570.0,840.0,-362346034817.9105
570.0,855.0,-356966669597.63947
570.0,870.0,-351607001850.54456
570.0,885.0,-346269353984.50854
570.0,900.0,-340955950167.01697
570.0,915.0,-335668917709.7868
570.0,930.0,-330410288534.67145
570.0,945.0,-325182000716.06244
570.0,960.0,-319985900092.3656
570.0,975.0,-314823741939.5544
570.0,990.0,-309697192703.3531
585.0,0.0,-659947042275.089
585.0,15.0,-659838802842.7605
585.0,30.0,-659514640171.4122
585.0,45.0,-658975962201.5642
585.0,60.0,-658224788804.8864
585.0,75.0,-657263632137.9548
585.0,90.0,-656095415277.6449
585.0,105.0,-654723410303.1985
585.0,120.0,-653151829916.051
585.0,135.0,-651383219703.2576
585.0,150.0,-649422271786.1617
585.0,165.0,-647273227651.4012
585.0,180.0,-644940492455.8912
585.0,195.0,-642428610780.3053
585.0,210.0,-639742244897.9352
585.0,225.0,-636886155182.3615
585.0,240.0,-633865182361.2135
585.0,255.0,-630684231377.5421
585.0,270.0,-627348256675.7043
585.0,285.0,-623862248751.202
585.0,300.0,-620231221837.1364
585.0,315.0,-616460202616.4065
585.0,330.0,-612554219867.1583
585.0,345.0,-608518294959.6355
585.0,360.0,-604357433134.3486
585.0,375.0,-600076615500.3271
585.0,390.0,-595680791697.7054
585.0,405.0,-591174873176.4785
585.0,420.0,-586563727048.0767
585.0,435.0,-581852170468.3872
585.0,450.0,-577044965518.775
585.0,465.0,-572146814550.0864
585.0,480.0,-567162355961.3284
585.0,495.0,-562096160383.0935
585.0,510.0,-556952727243.7532
585.0,525.0,-551736481689.6141
585.0,540.0,-546451771842.8796
585.0,555.0,-541102866369.76764
585.0,570.0,-535693952347.01056
585.0,585.0,-530229133402.1379
585.0,600.0,-524712428115.44147
585.0,615.0,-519147768662.63324
585.0,630.0,-513538999687.72076
585.0,645.0,-507889877389.6082
585.0,660.0,-502204068808.2404
585.0,675.0,-496485151298.8746
585.0,690.0,-490736612181.5396
585.0,705.0,-484961848554.3089
585.0,720.0,-479164167259.9472
585.0,735.0,-473346784994.572
585.0,750.0,-467512828548.8001
585.0,765.0,-461665335174.26575
585.0,780.0,-455807253061.231
585.0,795.0,-449941441925.2572
585.0,810.0,-444070673690.72394
585.0,825.0,-438197633263.9581
585.0,840.0,-432324919392.09485
585.0,855.0,-426455045594.7063
585.0,870.0,-420590441168.50195
585.0,885.0,-414733452253.4419
585.0,900.0,-408886342959.00684
585.0,915.0,-403051296539.36304
585.0,930.0,-397230416619.1993
585.0,945.0,-391425799153.37476
585.0,960.0,-385646513990.01025
585.0,975.0,-379899248413.6809
585.0,990.0,-374185898470.2124
600.0,0.0,-751817342618.0396
600.0,15.0,-751703478611.4156
600.0,30.0,-751362445722.4429
600.0,45.0,-750795662403.0875
600.0,60.0,-750005166024.8778
600.0,75.0,-748993493206.959
600.0,90.0,-747763598413.6154
600.0,105.0,-746318791987.7965
600.0,120.0,-744662690205.374
600.0,135.0,-742799173568.3436
600.0,150.0,-740732351132.2667
600.0,165.0,-738466529467.9615
600.0,180.0,-736006185300.867
600.0,195.0,-733355941156.9205
600.0,210.0,-730520543515.418
600.0,225.0,-727504843093.0583
600.0,240.0,-724313776963.5408
600.0,255.0,-720952352279.3882
600.0,270.0,-717425631409.869
600.0,285.0,-713738718336.2014
600.0,300.0,-709896746175.9498
600.0,315.0,-705904865728.5968
600.0,330.0,-701768234947.671
600.0,345.0,-697492009259.6036
600.0,360.0,-693081332658.5574
600.0,375.0,-688541329518.6185
600.0,390.0,-683877097064.6619
600.0,405.0,-679093698458.0103
600.0,420.0,-674196156449.3466
600.0,435.0,-669189447566.0021
600.0,450.0,-664078496788.3497
600.0,465.0,-658868172693.0922
600.0,480.0,-653563283028.287
600.0,495.0,-648168570693.8894
600.0,510.0,-642688710101.7493
600.0,525.0,-637128303894.0712
600.0,540.0,-631491879997.0293
600.0,555.0,-625783888988.6317
600.0,570.0,-620008701762.8385
600.0,585.0,-614170607472.1106
600.0,600.0,-608273811732.7914
600.0,615.0,-602322435074.0898
600.0,630.0,-596320511619.3953
600.0,645.0,-590271987984.2451
600.0,660.0,-584180722377.7671
600.0,675.0,-578050483895.6779
600.0,690.0,-571884951992.1042
600.0,705.0,-565687716119.0271
600.0,720.0,-559462275523.5817
600.0,735.0,-553212039190.9338
600.0,750.0,-546940325926.6006
600.0,765.0,-540650364564.047
600.0,780.0,-534345294293.78784
600.0,795.0,-528028165102.0626
600.0,810.0,-521701938312.79126
600.0,825.0,-515369487225.5442
600.0,840.0,-509033597840.58374
600.0,855.0,-502696969667.75854
600.0,870.0,-496362216606.2788
600.0,885.0,-490031867897.4197
600.0,900.0,-483708369137.7569
600.0,915.0,-477394083351.178
600.0,930.0,-471091292112.1108
600.0,945.0,-464802196715.9122
